customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureBucket,ChargeTier,ServiceCount,ChurnFlag,AtRisk
8468-ABCD,Female,0,Yes,No,42,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,62.98,2645.16,No,25-48 months,Mid ($35-65),4,0,0
5279-ABCD,Female,0,No,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,96.29,3273.86,No,25-48 months,High (>$65),2,0,0
5678-ABCD,Female,1,Yes,No,57,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,29.02,1654.14,Yes,49-72 months,Low (<$35),2,1,0
2286-ABCD,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),84.02,1680.4,Yes,13-24 months,High (>$65),0,1,0
9708-ABCD,Female,1,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Mailed check,98.16,6674.88,Yes,49-72 months,High (>$65),2,1,0
2018-ABCD,Female,0,No,No,9,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,27.28,245.52,No,0-12 months,Low (<$35),0,0,1
9626-ABCD,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,55.33,3485.79,Yes,49-72 months,Mid ($35-65),2,1,0
5391-ABCD,Female,0,No,No,52,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,23.47,1220.44,No,49-72 months,Low (<$35),0,0,0
1475-ABCD,Male,0,Yes,No,42,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),24.62,1034.04,Yes,25-48 months,Low (<$35),0,1,0
7693-ABCD,Female,0,Yes,No,49,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),96.76,4741.24,No,49-72 months,High (>$65),2,0,0
8710-ABCD,Female,0,No,No,35,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,29.31,1025.85,No,25-48 months,Low (<$35),3,0,0
1262-ABCD,Male,0,No,No,59,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,48.39,2855.01,No,49-72 months,Mid ($35-65),1,0,0
8353-ABCD,Male,0,No,No,69,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,21.63,1492.47,Yes,49-72 months,Low (<$35),0,1,0
1785-ABCD,Male,0,Yes,Yes,1,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,27.76,27.76,No,0-12 months,Low (<$35),0,0,0
2741-ABCD,Male,0,No,No,20,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.54,1710.8,Yes,13-24 months,High (>$65),3,1,0
3304-ABCD,Female,0,No,No,9,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),22.65,203.85,Yes,0-12 months,Low (<$35),0,1,0
8459-ABCD,Male,1,No,No,32,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.55,1553.6,Yes,25-48 months,Mid ($35-65),1,1,0
3381-ABCD,Male,0,Yes,No,47,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,24.91,1170.77,No,25-48 months,Low (<$35),0,0,0
1948-ABCD,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),60.5,181.5,Yes,0-12 months,Mid ($35-65),3,1,0
1822-ABCD,Female,0,No,No,43,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),27.53,1183.79,No,25-48 months,Low (<$35),1,0,0
1001-ABCD,Male,0,Yes,No,65,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,33.21,2158.65,Yes,49-72 months,Low (<$35),2,1,0
5831-ABCD,Female,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,67.05,1810.35,No,25-48 months,High (>$65),1,0,0
9451-ABCD,Female,0,No,Yes,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),53.05,795.75,No,13-24 months,Mid ($35-65),3,0,0
3340-ABCD,Female,0,No,Yes,32,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),42.23,1351.36,No,25-48 months,Mid ($35-65),0,0,0
9593-ABCD,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),88.13,5287.8,No,49-72 months,High (>$65),0,0,0
4272-ABCD,Female,0,No,No,42,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,23.11,970.62,No,25-48 months,Low (<$35),0,0,0
2725-ABCD,Female,0,Yes,No,25,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,43.95,1098.75,No,25-48 months,Mid ($35-65),5,0,0
6683-ABCD,Male,0,Yes,No,60,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),31.31,1878.6,No,49-72 months,Low (<$35),3,0,0
8313-ABCD,Male,0,No,Yes,46,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,89.38,4111.48,No,25-48 months,High (>$65),3,0,0
4961-ABCD,Female,0,No,Yes,57,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,79.26,4517.82,Yes,49-72 months,High (>$65),2,1,0
9221-ABCD,Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.35,1630.5,No,25-48 months,Mid ($35-65),3,0,0
4966-ABCD,Female,1,No,Yes,69,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,62.02,4279.38,No,49-72 months,Mid ($35-65),4,0,0
8215-ABCD,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),77.96,3040.44,No,25-48 months,High (>$65),1,0,0
8257-ABCD,Female,0,No,No,44,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.7,3462.8,Yes,25-48 months,High (>$65),1,1,0
2194-ABCD,Female,0,No,No,16,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),28.59,457.44,No,13-24 months,Low (<$35),0,0,0
3589-ABCD,Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,63.81,2871.45,Yes,25-48 months,Mid ($35-65),0,1,0
9603-ABCD,Female,0,Yes,No,13,No,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,93.12,1210.56,No,13-24 months,High (>$65),1,0,0
2560-ABCD,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),64.39,257.56,Yes,0-12 months,Mid ($35-65),3,1,0
8739-ABCD,Male,1,Yes,No,44,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,42.33,1862.52,No,25-48 months,Mid ($35-65),4,0,0
2099-ABCD,Female,0,Yes,Yes,55,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,58.96,3242.8,Yes,49-72 months,Mid ($35-65),3,1,0
1190-ABCD,Male,0,No,Yes,48,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,51.59,2476.32,No,25-48 months,Mid ($35-65),1,0,0
6427-ABCD,Male,1,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.33,221.65,Yes,0-12 months,Mid ($35-65),0,1,0
2085-ABCD,Male,1,Yes,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.4,2540.8,Yes,25-48 months,High (>$65),1,1,0
6065-ABCD,Male,0,No,No,11,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.25,211.75,Yes,0-12 months,Low (<$35),0,1,0
6593-ABCD,Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),89.57,1164.41,Yes,13-24 months,High (>$65),2,1,0
4238-ABCD,Female,0,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),50.8,711.2,No,13-24 months,Mid ($35-65),2,0,0
2899-ABCD,Female,0,Yes,No,28,No,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),30.1,842.8,No,25-48 months,Low (<$35),3,0,0
3949-ABCD,Female,0,Yes,Yes,3,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,30.85,92.55,Yes,0-12 months,Low (<$35),5,1,0
1969-ABCD,Female,0,Yes,No,29,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),35.14,1019.06,No,25-48 months,Mid ($35-65),1,0,0
7615-ABCD,Female,0,Yes,Yes,37,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.7,3392.9,Yes,25-48 months,High (>$65),4,1,0
2637-ABCD,Male,0,No,No,27,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,34.02,918.54,Yes,25-48 months,Low (<$35),1,1,0
4275-ABCD,Male,0,No,Yes,61,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),76.7,4678.7,No,49-72 months,High (>$65),0,0,0
5125-ABCD,Female,0,No,No,36,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,26.85,966.6,No,25-48 months,Low (<$35),0,0,0
8319-ABCD,Female,0,Yes,Yes,64,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),45.59,2917.76,No,49-72 months,Mid ($35-65),2,0,0
9929-ABCD,Male,0,No,No,70,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.17,6311.9,Yes,49-72 months,High (>$65),2,1,0
2929-ABCD,Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),54.8,164.4,No,0-12 months,Mid ($35-65),2,0,1
9015-ABCD,Male,0,Yes,No,7,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),27.34,191.38,No,0-12 months,Low (<$35),0,0,0
1153-ABCD,Male,1,Yes,Yes,3,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,43.76,131.28,Yes,0-12 months,Mid ($35-65),3,1,0
2967-ABCD,Female,1,No,No,13,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),30.83,400.79,No,13-24 months,Low (<$35),3,0,0
6859-ABCD,Female,1,Yes,Yes,47,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,56.44,2652.68,No,25-48 months,Mid ($35-65),1,0,0
9295-ABCD,Female,0,Yes,No,3,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,30.96,92.88,Yes,0-12 months,Low (<$35),1,1,0
1233-ABCD,Female,0,No,No,69,No,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Mailed check,67.99,4691.31,No,49-72 months,High (>$65),2,0,0
1165-ABCD,Female,0,No,No,61,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),23.39,1426.79,No,49-72 months,Low (<$35),0,0,0
6492-ABCD,Female,0,No,No,21,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,18.82,395.22,No,13-24 months,Low (<$35),0,0,0
4956-ABCD,Female,1,Yes,No,9,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,57.1,513.9,Yes,0-12 months,Mid ($35-65),3,1,0
3518-ABCD,Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),60.19,481.52,Yes,0-12 months,Mid ($35-65),1,1,0
9300-ABCD,Male,0,No,Yes,37,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.74,3505.38,No,25-48 months,High (>$65),2,0,0
3534-ABCD,Female,0,Yes,Yes,26,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,48.84,1269.84,No,25-48 months,Mid ($35-65),2,0,0
6336-ABCD,Female,0,No,No,49,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.24,4421.76,No,49-72 months,High (>$65),1,0,0
8293-ABCD,Male,0,No,Yes,69,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),43.39,2993.91,No,49-72 months,Mid ($35-65),1,0,0
9188-ABCD,Male,0,No,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.17,125.85,No,0-12 months,Low (<$35),0,0,1
4606-ABCD,Female,0,No,No,0,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),77.96,0.0,No,0-12 months,High (>$65),2,0,0
6477-ABCD,Male,0,Yes,No,48,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),50.92,2444.16,No,25-48 months,Mid ($35-65),1,0,0
4531-ABCD,Male,0,Yes,No,46,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),97.56,4487.76,No,25-48 months,High (>$65),1,0,0
8056-ABCD,Male,0,Yes,No,29,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.24,1746.96,Yes,25-48 months,Mid ($35-65),2,1,0
4002-ABCD,Male,1,Yes,Yes,30,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,64.06,1921.8,No,25-48 months,Mid ($35-65),2,0,0
3152-ABCD,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,82.83,82.83,Yes,0-12 months,High (>$65),2,1,0
6433-ABCD,Male,0,No,No,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),25.68,616.32,No,13-24 months,Low (<$35),3,0,0
1335-ABCD,Female,1,Yes,No,7,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,51.67,361.69,No,0-12 months,Mid ($35-65),2,0,1
9716-ABCD,Female,0,Yes,Yes,28,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,60.36,1690.08,Yes,25-48 months,Mid ($35-65),1,1,0
8679-ABCD,Female,1,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,97.32,3308.88,Yes,25-48 months,High (>$65),1,1,0
6110-ABCD,Female,0,No,No,25,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,55.97,1399.25,No,25-48 months,Mid ($35-65),3,0,0
5661-ABCD,Female,1,No,No,57,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,28.62,1631.34,Yes,49-72 months,Low (<$35),0,1,0
4109-ABCD,Male,0,Yes,No,60,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.06,5583.6,No,49-72 months,High (>$65),3,0,0
8751-ABCD,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,77.77,2255.33,Yes,25-48 months,High (>$65),1,1,0
4847-ABCD,Female,0,Yes,No,71,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,67.82,4815.22,No,49-72 months,High (>$65),2,0,0
2501-ABCD,Female,1,No,No,58,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,75.22,4362.76,Yes,49-72 months,High (>$65),1,1,0
3559-ABCD,Male,0,Yes,Yes,53,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),27.41,1452.73,Yes,49-72 months,Low (<$35),1,1,0
6682-ABCD,Female,0,Yes,No,30,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),91.75,2752.5,No,25-48 months,High (>$65),3,0,0
3514-ABCD,Male,1,Yes,No,42,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,18.16,762.72,No,25-48 months,Low (<$35),0,0,0
2088-ABCD,Female,0,No,Yes,4,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),26.86,107.44,Yes,0-12 months,Low (<$35),0,1,0
2890-ABCD,Male,0,No,No,50,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),43.29,2164.5,No,49-72 months,Mid ($35-65),0,0,0
2627-ABCD,Male,0,Yes,No,10,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,45.38,453.8,Yes,0-12 months,Mid ($35-65),2,1,0
6984-ABCD,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,84.38,2531.4,No,25-48 months,High (>$65),1,0,0
4673-ABCD,Male,0,No,No,40,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,41.14,1645.6,No,25-48 months,Mid ($35-65),1,0,0
8884-ABCD,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),74.5,2756.5,No,25-48 months,High (>$65),3,0,0
9688-ABCD,Female,0,No,No,69,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),78.1,5388.9,No,49-72 months,High (>$65),1,0,0
1782-ABCD,Female,0,No,No,64,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,27.22,1742.08,No,49-72 months,Low (<$35),0,0,0
7730-ABCD,Male,0,No,No,72,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,35.68,2568.96,No,49-72 months,Mid ($35-65),0,0,0
6633-ABCD,Male,0,No,No,15,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),28.76,431.4,No,13-24 months,Low (<$35),0,0,0
4304-ABCD,Male,0,Yes,No,48,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,18.87,905.76,Yes,25-48 months,Low (<$35),0,1,0
7764-ABCD,Male,0,Yes,No,35,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),41.51,1452.85,No,25-48 months,Mid ($35-65),2,0,0
6400-ABCD,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),70.76,1839.76,No,25-48 months,High (>$65),2,0,0
7337-ABCD,Female,0,Yes,Yes,43,No,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),98.88,4251.84,Yes,25-48 months,High (>$65),2,1,0
9213-ABCD,Male,0,Yes,No,42,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),21.66,909.72,Yes,25-48 months,Low (<$35),0,1,0
2277-ABCD,Female,0,Yes,No,11,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),30.52,335.72,Yes,0-12 months,Low (<$35),1,1,0
3915-ABCD,Male,0,No,No,34,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,51.13,1738.42,No,25-48 months,Mid ($35-65),4,0,0
9133-ABCD,Male,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,40.45,1618.0,No,25-48 months,Mid ($35-65),1,0,0
3591-ABCD,Female,1,No,No,41,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,59.39,2434.99,No,25-48 months,Mid ($35-65),4,0,0
6178-ABCD,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Electronic check,69.73,1045.95,No,13-24 months,High (>$65),2,0,0
1588-ABCD,Female,0,No,No,54,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,76.22,4115.88,No,49-72 months,High (>$65),4,0,0
7943-ABCD,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,57.29,57.29,No,0-12 months,Mid ($35-65),1,0,0
4980-ABCD,Female,0,Yes,No,25,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,35.22,880.5,No,25-48 months,Mid ($35-65),2,0,0
4561-ABCD,Male,0,No,Yes,56,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,58.37,3268.72,No,49-72 months,Mid ($35-65),0,0,0
1582-ABCD,Female,0,No,No,41,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,25.2,1033.2,No,25-48 months,Low (<$35),2,0,0
9223-ABCD,Male,0,Yes,No,19,No,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.0,1197.0,No,13-24 months,Mid ($35-65),2,0,0
4940-ABCD,Male,0,No,No,41,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,68.43,2805.63,No,25-48 months,High (>$65),0,0,0
3403-ABCD,Male,0,No,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Mailed check,58.45,3390.1,No,49-72 months,Mid ($35-65),2,0,0
3342-ABCD,Female,1,No,No,44,No,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,33.44,1471.36,No,25-48 months,Low (<$35),2,0,0
3167-ABCD,Female,0,No,No,19,No,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,59.2,1124.8,No,13-24 months,Mid ($35-65),2,0,0
7618-ABCD,Male,0,Yes,Yes,43,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),46.82,2013.26,No,25-48 months,Mid ($35-65),3,0,0
9861-ABCD,Female,0,No,No,37,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,41.35,1529.95,No,25-48 months,Mid ($35-65),1,0,0
4702-ABCD,Male,0,No,Yes,21,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,62.79,1318.59,Yes,13-24 months,Mid ($35-65),0,1,0
5155-ABCD,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,57.1,0.0,Yes,0-12 months,Mid ($35-65),3,1,0
5103-ABCD,Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,91.39,3290.04,No,25-48 months,High (>$65),1,0,0
2118-ABCD,Male,0,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,96.34,1926.8,No,13-24 months,High (>$65),1,0,0
4325-ABCD,Male,0,Yes,No,1,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),19.58,19.58,Yes,0-12 months,Low (<$35),0,1,0
1956-ABCD,Male,0,No,No,42,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),41.6,1747.2,No,25-48 months,Mid ($35-65),3,0,0
1331-ABCD,Male,0,No,No,68,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,19.43,1321.24,No,49-72 months,Low (<$35),0,0,0
8248-ABCD,Female,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,88.7,1064.4,No,0-12 months,High (>$65),4,0,0
2956-ABCD,Female,0,No,Yes,34,No,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,87.06,2960.04,No,25-48 months,High (>$65),0,0,0
2904-ABCD,Male,0,No,Yes,6,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,44.69,268.14,Yes,0-12 months,Mid ($35-65),4,1,0
3273-ABCD,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,82.1,3694.5,No,25-48 months,High (>$65),3,0,0
1597-ABCD,Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),60.58,2423.2,No,25-48 months,Mid ($35-65),3,0,0
3479-ABCD,Female,0,Yes,Yes,29,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,64.85,1880.65,No,25-48 months,Mid ($35-65),1,0,0
6515-ABCD,Female,0,No,No,38,No,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),94.34,3584.92,No,25-48 months,High (>$65),1,0,0
5002-ABCD,Female,0,Yes,No,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,57.6,806.4,No,13-24 months,Mid ($35-65),2,0,0
1058-ABCD,Female,1,Yes,No,1,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),28.35,28.35,No,0-12 months,Low (<$35),4,0,0
7199-ABCD,Female,0,Yes,No,65,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),23.34,1517.1,Yes,49-72 months,Low (<$35),0,1,0
1745-ABCD,Female,0,No,No,43,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,35.61,1531.23,No,25-48 months,Mid ($35-65),2,0,0
3040-ABCD,Female,0,Yes,No,59,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),29.71,1752.89,No,49-72 months,Low (<$35),0,0,0
4844-ABCD,Male,0,No,No,31,No,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),60.41,1872.71,Yes,25-48 months,Mid ($35-65),2,1,0
1612-ABCD,Male,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),52.18,2817.72,No,49-72 months,Mid ($35-65),3,0,0
1247-ABCD,Male,0,Yes,No,66,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),62.54,4127.64,Yes,49-72 months,Mid ($35-65),0,1,0
3710-ABCD,Female,0,No,Yes,13,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,57.34,745.42,Yes,13-24 months,Mid ($35-65),0,1,0
2438-ABCD,Female,0,Yes,Yes,14,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,29.72,416.08,No,13-24 months,Low (<$35),0,0,0
